area,membersAccessible,region,pokemon,pokedexNumber,morning,day,night,location,rod,membership,heldItem,tier,levels
Sinnoh Victory Road B1F Deep,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Good,,,3,50-54
Sinnoh Victory Road B1F Deep,,Sinnoh,Remoraid,223,Morning,Day,Night,Surfing,Good,,,6,50-54
Slateport City,,Hoenn,Wingull,278,Morning,Day,Night,Surfing,,,,2,30-34
Slateport City,,Hoenn,Pelipper,279,Morning,Day,Night,Surfing,,,,5,32-34
Slateport City,,Hoenn,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,32-36
Slateport City,,Hoenn,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,30-34
Slateport City,,Hoenn,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,22-34
Slateport City,,Hoenn,Gyarados,130,Morning,Day,Night,Surfing,Super,,,5,22-34
Slateport City,,Hoenn,Wailmer,320,Morning,Day,Night,Surfing,Super,,,6,5-35
Slowpoke Well,,Johto,Psyduck,54,Morning,Day,Night,Surfing,Good,,,1,8-12
Slowpoke Well,,Johto,Slowpoke,79,Morning,Day,Night,Surfing,Good,,,2,8-12
Slowpoke Well,,Johto,Seaking,119,Morning,Day,Night,Surfing,Super,,,5,8-12
Slowpoke Well,,Johto,Goldeen,118,Morning,Day,Night,Fishing,Old,,,1,8-12
Slowpoke Well,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,8-12
Slowpoke Well L1,,Johto,Slowpoke,79,Morning,Day,Night,Surfing,Old,,,2,8-12
Slowpoke Well L1,,Johto,Goldeen,118,Morning,Day,Night,Surfing,Old,,,1,8-12
Sootopolis City,,Hoenn,Magikarp,129,Morning,Day,Night,Surfing,Old,,,1,30-34
Sootopolis City,,Hoenn,Gyarados,130,Morning,Day,Night,Surfing,Super,,,5,30-34
Tanoby Ruins,#FF00BF,Sevii Islands,Psyduck,54,Morning,,,Fishing,Super,,,1,10-40
Tanoby Ruins,#FF00BF,Sevii Islands,Remoraid,223,,Day,,Fishing,Super,,,7,10-40
Tanoby Ruins,#FF00BF,Sevii Islands,Kingler,99,Morning,Day,,Surfing,Super,,,4,10-40
Tanoby Ruins,#FF00BF,Sevii Islands,Slowpoke,79,Morning,Day,,Fishing,Super,,,2,10-40
Tanoby Ruins,#FF00BF,Sevii Islands,Gyarados,130,Morning,Day,Night,Surfing,Super,,,5,10-40
Tanoby Ruins,#FF00BF,Sevii Islands,Horsea,116,Morning,Day,Night,Fishing,Super,,[[Dragon Scale]],2,10-40
Tanoby Ruins,#FF00BF,Sevii Islands,Krabby,98,Morning,Day,Night,Fishing,Good,,,1,10-40
Tanoby Ruins,#FF00BF,Sevii Islands,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,10-40
Tanoby Ruins,#FF00BF,Sevii Islands,Mantine,226,Morning,Day,Night,Surfing,,,,8,10-40
Tanoby Ruins,#FF00BF,Sevii Islands,Seadra,117,Morning,Day,Night,Fishing,Super,,[[Dragon Scale]],5,10-40
Tanoby Ruins,#FF00BF,Sevii Islands,Tentacool,72,Morning,Day,Night,Surfing,,,[[Poison Barb]],1,10-40
Tanoby Ruins,#FF00BF,Sevii Islands,Tentacruel,73,Morning,Day,Night,Surfing,,,[[Poison Barb]],4,10-40
Tohjo Falls,,Kanto,Goldeen,118,Morning,Day,Night,Surfing,Old,,,1,22-25
Tohjo Falls,,Kanto,Seaking,119,Morning,Day,Night,Surfing,Good,,,4,22-25
Tohjo Falls,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,22-25
Trainer Tower,,Hoenn,Horsea,116,,,Night,Surfing,Good,,[[Dragon Scale]],2,12-42
Trainer Tower,,Hoenn,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,12-42
Trainer Tower,,Hoenn,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,12-42
Trainer Tower,,Hoenn,Mantine,226,Morning,Day,Night,Surfing,Super,,,7,12-42
Trainer Tower,,Hoenn,Qwilfish,211,Morning,,Night,Surfing,Super,,[[Poison Barb]],5,12-42
Trainer Tower,,Hoenn,Seadra,117,,,Night,Surfing,Super,,[[Dragon Scale]],5,12-42
Trainer Tower,,Hoenn,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,12-42
Trainer Tower,,Hoenn,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,3,12-42
Trainers Valley,,Kanto,Staryu,120,,,Night,Surfing,,,,6,45-50
Trainers Valley,,Kanto,Chinchou,170,Morning,Day,Night,Surfing,Good,,,1,45-50
Trainers Valley,,Kanto,Corsola,222,Morning,Day,,Surfing,Good,,,3,45-50
Trainers Valley,,Kanto,Goldeen,118,Morning,Day,Night,Surfing,Good,,,1,45-50
Trainers Valley,,Kanto,Snubbull,209,Morning,Day,Night,Surfing,Good,,,4,45-50
Trainers Valley,,Kanto,Horsea,116,Morning,Day,Night,Surfing,Old,,,2,45-50
Trainers Valley,,Kanto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,45-50
Trainers Valley,,Kanto,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,45-50
Trainers Valley,,Kanto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,45-50
Trainers Valley,,Kanto,Ducklett,580,Morning,Day,Night,Surfing,Super,#FF00BF,,5,45-50
Trainers Valley,,Kanto,Remoraid,223,Morning,Day,Night,Surfing,Super,,,6,45-50
Trainers Valley,,Kanto,Shellder,90,Morning,Day,Night,Surfing,Super,,,6,45-50
Trainers Valley,,Kanto,Wailmer,320,Morning,Day,Night,Surfing,Super,,,6,45-50
Treasure Beach,#FF00BF,Sevii Islands,Magikarp,129,,,Night,Fishing,Old,,,2,34-38
Treasure Beach,#FF00BF,Sevii Islands,Slowpoke,79,Morning,Day,,Fishing,Super,,,2,34-38
Treasure Beach,#FF00BF,Sevii Islands,Frillish,592,Morning,Day,Night,Fishing,Super,,,7,34-38
Treasure Beach,#FF00BF,Sevii Islands,Gyarados,130,Morning,Day,Night,Fishing,Super,,,5,34-38
Treasure Beach,#FF00BF,Sevii Islands,Horsea,116,Morning,Day,Night,Fishing,Good,,[[Dragon Scale]],2,34-38
Treasure Beach,#FF00BF,Sevii Islands,Seadra,117,Morning,Day,Night,Fishing,Super,,[[Dragon Scale]],4,34-38
Treasure Beach,#FF00BF,Sevii Islands,Tentacool,72,Morning,Day,Night,Fishing,Old,,[[Poison Barb]],1,32-36
Treasure Beach,#FF00BF,Sevii Islands,Tentacruel,73,Morning,Day,Night,Fishing,Super,,[[Poison Barb]],3,34-38
Treasure Beach,#FF00BF,Sevii Islands,Krabby,98,Morning,Day,Night,Surfing,Good,,,1,34-38
Treasure Beach,#FF00BF,Sevii Islands,Kingler,99,Morning,Day,Night,Surfing,Super,,,3,34-38
Treasure Beach,#FF00BF,Sevii Islands,Psyduck,54,Morning,Day,,Surfing,Good,,,1,34-38
Union Cave 1F,,Johto,Wooper,194,Morning,Day,Night,Surfing,Good,,,2,6-11
Union Cave 1F,,Johto,Quagsire,195,,,Night,Surfing,Good,,,3,6-10
Union Cave 1F,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,6-10
Union Cave 1F,,Johto,Goldeen,118,Morning,Day,Night,Fishing,Super,,,1,6-10
Union Cave 1F,,Johto,Seaking,119,Morning,Day,Night,Fishing,Super,,,3,15-19
Union Cave B1F,,Johto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,6-10
Union Cave B1F,,Johto,Goldeen,118,Morning,Day,Night,Surfing,Old,,,1,6-10
Union Cave B1F,,Johto,Wooper,194,Morning,Day,Night,Surfing,Old,,,1,6-10
Union Cave B1F,,Johto,Quagsire,195,,,Night,Surfing,Good,,,4,6-10
Union Cave B1F,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,6-10
Union Cave B2F,,Johto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,6-10
Union Cave B2F,,Johto,Wooper,194,Morning,Day,Night,Surfing,Old,,,1,6-10
Union Cave B2F,,Johto,Lapras,131,Morning,Day,Night,Surfing,Super,,,8,11-15
Union Cave B2F,,Johto,Quagsire,195,,,Night,Surfing,Super,,,3,6-10
Union Cave B2F,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,6-10
Union Cave B2F,,Johto,Goldeen,118,Morning,Day,Night,Fishing,Good,,,1,6-10
Union Cave B2F,,Johto,Kingler,99,Morning,Day,Night,Fishing,Super,,,3,6-10
Union Cave B2F,,Johto,Staryu,120,Morning,Day,Night,Fishing,Super,,,6,6-10
Union Cave B2F,,Johto,Corsola,222,Morning,Day,Night,Fishing,Super,,,4,6-10
Unknown Place,,Kanto,Golduck,55,Morning,Day,Night,Surfing,,,,2,55-60
Unknown Place,,Kanto,Slowbro,80,Morning,Day,Night,Surfing,,,,2,55-60
Unknown Place,,Kanto,Seel,86,Morning,Day,Night,Surfing,,,,1,55-60
Unknown Place,,Kanto,Lapras,131,,Day,,Surfing,,,,9,55-60
Unknown Place,,Kanto,Spheal,363,Morning,Day,Night,Surfing,,,,4,55-60
Unknown Place,,Kanto,Sealeo,364,Morning,Day,Night,Surfing,,,,5,55-60
Unknown Place,,Kanto,Vanillite,582,,,Night,Surfing,,#FF00BF,,8,55-60
Valley Windworks,,Sinnoh,Wingull,278,Morning,Day,Night,Surfing,,,,1,20-35
Valley Windworks,,Sinnoh,Pelipper,279,Morning,Day,Night,Surfing,,,,5,20-35
Valley Windworks,,Sinnoh,Shellos,422,Morning,Day,Night,Surfing,,,,7,20-35
Valley Windworks,,Sinnoh,Gastrodon,423,Morning,Day,Night,Surfing,,,,8,20-35
Valley Windworks,,Sinnoh,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,20-35
Valley Windworks,,Sinnoh,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,20-35
Valley Windworks,,Sinnoh,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,4,20-35
Valley Windworks,,Sinnoh,Shellder,90,Morning,Day,Night,Surfing,Super,,,6,20-35
Valley Windworks,,Sinnoh,Gyarados,130,Morning,Day,Night,Surfing,Super,,,4,20-35
Valley Windworks,,Sinnoh,Finneon,456,Morning,Day,Night,Surfing,Super,,,5,20-35
Vermilion City,,Kanto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,13-18
Vermilion City,,Kanto,Poliwag,60,,,Night,Surfing,Good,,,2,13-18
Vermilion City,,Kanto,Squirtle,7,Morning,Day,Night,Surfing,Super,,,8,13-18
Vermilion City,,Kanto,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,3,13-18
Vermilion City,,Kanto,Psyduck,54,Morning,Day,,Fishing,Old,,,1,13-18
Vermilion City,,Kanto,Krabby,98,Morning,Day,Night,Fishing,Old,,,1,13-18
Vermilion City,,Kanto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,13-18
Vermilion City,,Kanto,Slowpoke,79,Morning,Day,Night,Fishing,Good,,,2,13-18
Vermilion City,,Kanto,Horsea,116,Morning,Day,Night,Fishing,Good,,,2,13-18
Vermilion City,,Kanto,Staryu,120,,,Night,Fishing,Super,#FF00BF,,6,13-18
Vermilion City,,Kanto,Gyarados,130,Morning,Day,Night,Fishing,Super,,,3,13-18
Victory Road Hoenn B2F,,Hoenn,Zubat,41,Morning,Day,Night,Surfing,,,,1,42-48
Victory Road Hoenn B2F,,Hoenn,Golbat,42,Morning,Day,Night,Surfing,,,,3,42-48
Victory Road Hoenn B2F,,Hoenn,Tentacool,72,Morning,Day,Night,Surfing,,,,1,42-48
Victory Road Hoenn B2F,,Hoenn,Tentacruel,73,Morning,Day,Night,Surfing,,,,3,42-48
Victory Road Hoenn B2F,,Hoenn,Goldeen,118,Morning,Day,Night,Surfing,,,,2,42-48
Victory Road Hoenn B2F,,Hoenn,Magikarp,129,Morning,Day,Night,Surfing,,,,2,42-48
Victory Road Hoenn B2F,,Hoenn,Wailmer,320,Morning,Day,Night,Surfing,,,,6,42-48
Victory Road Hoenn B2F,,Hoenn,Barboach,339,Morning,Day,Night,Surfing,,,,6,42-48
Victory Road Hoenn B2F,,Hoenn,Whiscash,340,Morning,Day,Night,Surfing,,,,8,42-48
Victory Road Hoenn B2F,,Hoenn,Luvdisc,370,Morning,Day,Night,Surfing,,,,6,42-48
Viridian City,,Kanto,Magikarp,129,Morning,Day,Night,Surfing,Old,,,2,5
Viridian City,,Kanto,Poliwag,60,,,Night,Surfing,Good,,,1,10-15
Viridian City,,Kanto,Tentacool,72,Morning,Day,Night,Fishing,Old,,,1,10-15
Viridian City,,Kanto,Psyduck,54,Morning,Day,Night,Fishing,Super,,,2,10-15
Viridian City,,Kanto,Poliwhirl,61,,,Night,Fishing,Super,[[King's Rock]],,4,13-18
Viridian City,,Kanto,Slowpoke,79,Morning,Day,,Fishing,Super,,,2,10-15
Violet City,,Johto,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,10-14
Violet City,,Johto,Poliwag,60,Morning,,Night,Fishing,Good,,[[King's Rock]],1,10-14
Violet City,,Johto,Wooper,194,Morning,,Night,Fishing,Good,,,1,10-14
Violet City,,Johto,Poliwhirl,61,,,Night,Fishing,Super,,[[King's Rock]],4,10-14
Violet City,,Johto,Whiscash,340,Morning,,,Fishing,Super,,,7,10-14
Water Labyrinth,#FF00BF,Sevii Islands,Psyduck,54,Morning,,,Surfing,Good,,,1,20-30
Water Labyrinth,#FF00BF,Sevii Islands,Hoppip,187,,Day,,Surfing,,,,1,10-20
Water Labyrinth,#FF00BF,Sevii Islands,Goldeen,118,Morning,Day,Night,Surfing,Good,,,1,10-20
Water Labyrinth,#FF00BF,Sevii Islands,Horsea,116,Morning,Day,Night,Surfing,Super,,[[Dragon Scale]],2,10-20
Water Labyrinth,#FF00BF,Sevii Islands,Tentacool,72,Morning,Day,Night,Surfing,Old,,[[Poison Barb]],1,10-20
Water Labyrinth,#FF00BF,Sevii Islands,Tentacruel,73,Morning,Day,Night,Surfing,Super,,[[Poison Barb]],3,29-39
Water Labyrinth,#FF00BF,Sevii Islands,Gyarados,130,Morning,Day,Night,Fishing,Super,,,4,20-30
Water Labyrinth,#FF00BF,Sevii Islands,Magikarp,129,Morning,Day,Night,Fishing,Old,,,2,10-20
Water Labyrinth,#FF00BF,Sevii Islands,Shellder,90,,Day,,Fishing,Super,,[[Big Pearl]],7,15-25
Water Path,#FF00BF,Sevii Islands,Gyarados,130,Morning,Day,Night,Fishing,Good,,,1,15-20
Water Path,#FF00BF,Sevii Islands,Qwilfish,211,Morning,Day,Night,Fishing,Super,,[[Poison Barb]],5,10-15
Water Path,#FF00BF,Sevii Islands,Remoraid,223,Morning,Day,Night,Fishing,Super,,,7,10-15
Water Path,#FF00BF,Sevii Islands,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,10-15
Water Path,#FF00BF,Sevii Islands,Kingler,99,Morning,Day,Night,Surfing,Super,,,3,10-15
Water Path,#FF00BF,Sevii Islands,Seadra,117,Morning,Day,Night,Surfing,Super,,[[Dragon Scale]],4,15-20
Water Path,#FF00BF,Sevii Islands,Tentacool,72,Morning,Day,Night,Surfing,Old,,[[Poison Barb]],1,5-41
Water Path,#FF00BF,Sevii Islands,Tentacruel,73,Morning,Day,Night,Surfing,Super,,[[Poison Barb]],2,35-40
Whirl Islands 1F NorthEast,,Johto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,23-27
Whirl Islands 1F NorthEast,,Johto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,23-27
Whirl Islands 1F NorthEast,,Johto,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,2,23-27
Whirl Islands 1F NorthEast,,Johto,Horsea,116,Morning,Day,Night,Surfing,Super,,,2,23-27
Whirl Islands 1F NorthEast,,Johto,Seadra,117,Morning,Day,Night,Surfing,Super,,,4,23-27
Whirl Islands 1F SouthEast,,Johto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,23-27
Whirl Islands 1F SouthEast,,Johto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,23-27
Whirl Islands 1F SouthEast,,Johto,Horsea,116,Morning,Day,Night,Surfing,Good,,,2,23-27
Whirl Islands 1F SouthEast,,Johto,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,3,23-27
Whirl Islands 1F SouthEast,,Johto,Seadra,117,Morning,Day,Night,Surfing,Super,,,4,23-27
Whirl Islands 1F SouthWest,,Johto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,23-27
Whirl Islands 1F SouthWest,,Johto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,23-27
Whirl Islands 1F SouthWest,,Johto,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,3,23-27
Whirl Islands 1F SouthWest,,Johto,Horsea,116,Morning,Day,Night,Surfing,Super,,,2,23-27
Whirl Islands 1F SouthWest,,Johto,Seadra,117,Morning,Day,Night,Surfing,Super,,,5,23-27
Whirl Islands B2F,,Johto,Tentacool,72,Morning,Day,Night,Surfing,Old,,,1,23-27
Whirl Islands B2F,,Johto,Krabby,98,Morning,Day,Night,Surfing,Old,,,1,23-27
Whirl Islands B2F,,Johto,Horsea,116,Morning,Day,Night,Surfing,Good,,,2,23-27
Whirl Islands B2F,,Johto,Tentacruel,73,Morning,Day,Night,Surfing,Super,,,2,23-27
Whirl Islands B2F,,Johto,Kingler,99,Morning,Day,Night,Surfing,Super,,,2,23-27
Whirl Islands B2F,,Johto,Seadra,117,Morning,Day,Night,Surfing,Super,,,4,23-27
