area,membersAccessible,region,pokemon,pokedexNumber,morning,day,night,membership,heldItem,tier,levels
Mt. Coronet 2F,,Sinnoh,Nosepass,299,Morning,Day,Night,,,8,38-43
Mt. Coronet 2F,,Sinnoh,Chingling,433,Morning,Day,Night,,,6,38-43
Mt. Coronet 2F,,Sinnoh,Bronzor,436,Morning,Day,Night,,,5,38-43
Mt. Coronet 2F,,Sinnoh,Bronzong,437,Morning,Day,Night,,,6,38-43
Mt. Coronet 2F,,Sinnoh,Dwebble,557,Morning,Day,Night,#FF00BF,,9,38-43
Mt. Coronet 3F,,Sinnoh,Golbat,42,Morning,Day,Night,,,1,38-43
Mt. Coronet 3F,,Sinnoh,Machoke,67,Morning,Day,Night,,,2,38-43
Mt. Coronet 3F,,Sinnoh,Graveler,75,Morning,Day,Night,,,1,38-43
Mt. Coronet 3F,,Sinnoh,Nosepass,299,Morning,Day,Night,,,8,38-43
Mt. Coronet 3F,,Sinnoh,Aron,304,Morning,Day,Night,#FF00BF,,9,38-43
Mt. Coronet 3F,,Sinnoh,Chingling,433,Morning,Day,Night,,,6,38-43
Mt. Coronet 3F,,Sinnoh,Bronzor,436,Morning,Day,Night,,,5,38-43
Mt. Coronet 3F,,Sinnoh,Bronzong,437,Morning,Day,Night,,,6,38-43
Mt. Coronet 4F,,Sinnoh,Golbat,42,Morning,Day,Night,,,1,38-43
Mt. Coronet 4F,,Sinnoh,Machoke,67,Morning,Day,Night,,,2,38-43
Mt. Coronet 4F,,Sinnoh,Graveler,75,Morning,Day,Night,,,1,38-43
Mt. Coronet 4F,,Sinnoh,Larvitar,246,Morning,Day,Night,,,9,38-43
Mt. Coronet 4F,,Sinnoh,Nosepass,299,Morning,Day,Night,,,8,38-43
Mt. Coronet 4F,,Sinnoh,Medicham,308,Morning,Day,Night,,,8,38-43
Mt. Coronet 4F,,Sinnoh,Chingling,433,Morning,Day,Night,,,6,38-43
Mt. Coronet 4F,,Sinnoh,Bronzor,436,Morning,Day,Night,,,5,38-43
Mt. Coronet 5F,,Sinnoh,Golbat,42,Morning,Day,Night,,,1,38-43
Mt. Coronet 5F,,Sinnoh,Machoke,67,Morning,Day,Night,,,2,38-43
Mt. Coronet 5F,,Sinnoh,Graveler,75,Morning,Day,Night,,,1,38-43
Mt. Coronet 5F,,Sinnoh,Nosepass,299,Morning,Day,Night,,,8,38-43
Mt. Coronet 5F,,Sinnoh,Medicham,308,Morning,Day,Night,,,8,38-43
Mt. Coronet 5F,,Sinnoh,Chingling,433,Morning,Day,Night,,,6,38-43
Mt. Coronet 5F,,Sinnoh,Bronzor,436,Morning,Day,Night,,,5,38-43
Mt. Coronet 5F,,Sinnoh,Bronzong,437,Morning,Day,Night,,,6,38-43
Mt. Coronet 5F,,Sinnoh,Roggenrola,524,Morning,Day,Night,,[[Everstone]],9,38-43
Mt. Coronet 6F,,Sinnoh,Golbat,42,Morning,Day,Night,,,1,38-43
Mt. Coronet 6F,,Sinnoh,Machoke,67,Morning,Day,Night,,,2,38-43
Mt. Coronet 6F,,Sinnoh,Graveler,75,Morning,Day,Night,,,1,38-43
Mt. Coronet 6F,,Sinnoh,Medicham,308,Morning,Day,Night,,,8,38-43
Mt. Coronet 6F,,Sinnoh,Chingling,433,Morning,Day,Night,,,6,38-43
Mt. Coronet 6F,,Sinnoh,Bronzor,436,Morning,Day,Night,,,5,38-43
Mt. Coronet 6F,,Sinnoh,Bronzong,437,Morning,Day,Night,,,6,38-43
Mt. Coronet 6F,,Sinnoh,Rufflet,627,Morning,Day,,#FF00BF,,8,38-43
Mt. Coronet 6F,,Sinnoh,Durant,632,Morning,Day,Night,#FF00BF,,9,38-43
Mt. Coronet 7F,,Sinnoh,Golbat,42,Morning,Day,Night,,,1,38-43
Mt. Coronet 7F,,Sinnoh,Machoke,67,Morning,Day,Night,,,2,38-43
Mt. Coronet 7F,,Sinnoh,Graveler,75,Morning,Day,Night,,,1,38-43
Mt. Coronet 7F,,Sinnoh,Nosepass,299,Morning,Day,Night,,,8,38-43
Mt. Coronet 7F,,Sinnoh,Medicham,308,Morning,Day,Night,,,8,38-43
Mt. Coronet 7F,,Sinnoh,Chingling,433,Morning,Day,Night,,,6,38-43
Mt. Coronet 7F,,Sinnoh,Bronzor,436,Morning,Day,Night,,,5,38-43
Mt. Coronet 7F,,Sinnoh,Bronzong,437,Morning,Day,Night,,,8,38-43
Mt. Coronet 7F,,Sinnoh,Bonsly,438,Morning,Day,Night,#FF00BF,,9,38-43
Mt. Ember,#FF00BF,Sevii Islands,Cyndaquil,155,Morning,,,,,9,39-45
Mt. Ember,#FF00BF,Sevii Islands,Numel,322,Morning,,,,[[Rawst Berry]],9,30-38
Mt. Ember,#FF00BF,Sevii Islands,Machop,66,,Day,,,[[Focus Band]],1,30-38
Mt. Ember,#FF00BF,Sevii Islands,Spearow,21,Morning,Day,,,[[Sharp Beak]],1,30-38
Mt. Ember,#FF00BF,Sevii Islands,Fearow,22,Morning,Day,,,[[Sharp Beak]],2,30-38
Mt. Ember,#FF00BF,Sevii Islands,Ponyta,77,Morning,Day,,,,4,30-38
Mt. Ember,#FF00BF,Sevii Islands,Rapidash,78,Morning,Day,,,,6,30-38
Mt. Ember,#FF00BF,Sevii Islands,Magmar,126,Morning,,Night,,[[Magmarizer]],9,30-38
Mt. Ember,#FF00BF,Sevii Islands,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,30-38
Mt. Ember Ruby Path B1F,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,4,34-40
Mt. Ember Ruby Path B1F,#FF00BF,Sevii Islands,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,34-40
Mt. Ember Ruby Path B1F,#FF00BF,Sevii Islands,Graveler,75,Morning,Day,Night,,[[Hard Stone]],2,34-40
Mt. Ember Ruby Path B1F,#FF00BF,Sevii Islands,Machoke,67,Morning,Day,Night,,[[Focus Band]],2,34-40
Mt. Ember Ruby Path B1F,#FF00BF,Sevii Islands,Machop,66,Morning,Day,Night,,[[Focus Band]],1,34-40
Mt. Ember Ruby Path B1F,#FF00BF,Sevii Islands,Nosepass,299,Morning,Day,Night,,[[Hard Stone]],9,34-40
Mt. Ember Ruby Path B1F,#FF00BF,Sevii Islands,Slugma,218,Morning,Day,Night,,[[Charcoal]],5,34-40
Mt. Ember Ruby Path B1F,#FF00BF,Sevii Islands,Whismur,293,Morning,Day,Night,,[[Chesto Berry]],5,34-40
Mt. Ember Ruby Path B2F,#FF00BF,Sevii Islands,Bronzor,436,Morning,Day,Night,,[[Metal Coat]],5,34-40
Mt. Ember Ruby Path B2F,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,5,34-40
Mt. Ember Ruby Path B2F,#FF00BF,Sevii Islands,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,34-40
Mt. Ember Ruby Path B2F,#FF00BF,Sevii Islands,Graveler,75,Morning,Day,Night,,[[Hard Stone]],2,34-40
Mt. Ember Ruby Path B2F,#FF00BF,Sevii Islands,Machoke,67,,Day,,,[[Focus Band]],2,34-40
Mt. Ember Ruby Path B2F,#FF00BF,Sevii Islands,Machop,66,Morning,Day,Night,,[[Focus Band]],1,34-40
Mt. Ember Ruby Path B2F,#FF00BF,Sevii Islands,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,34-40
Mt. Ember Ruby Path B2F,#FF00BF,Sevii Islands,Nosepass,299,Morning,Day,Night,,[[Hard Stone]],9,34-40
Mt. Ember Ruby Path B2F,#FF00BF,Sevii Islands,Slugma,218,Morning,Day,Night,,[[Charcoal]],6,34-40
Mt. Ember Ruby Path B2F,#FF00BF,Sevii Islands,Whismur,293,Morning,Day,Night,,[[Chesto Berry]],4,34-40
Mt. Ember Ruby Path B3F,#FF00BF,Sevii Islands,Graveler,75,Morning,Day,Night,,[[Hard Stone]],1,34-40
Mt. Ember Ruby Path B3F,#FF00BF,Sevii Islands,Slugma,218,Morning,Day,Night,,[[Charcoal]],2,34-40
Mt. Ember Ruby Path B3F,#FF00BF,Sevii Islands,Magcargo,219,Morning,Day,Night,,[[Charcoal]],5,34-40
Mt. Ember Ruby Path B4F,#FF00BF,Sevii Islands,Geodude,74,Morning,Day,Night,,[[Charcoal]],1,34-40
Mt. Ember Ruby Path B4F,#FF00BF,Sevii Islands,Graveler,75,Morning,Day,Night,,[[Hard Stone]],3,34-40
Mt. Ember Ruby Path B4F,#FF00BF,Sevii Islands,Slugma,218,Morning,Day,Night,,[[Charcoal]],8,34-40
Mt. Ember Ruby Path B5F,#FF00BF,Sevii Islands,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,34-40
Mt. Ember Ruby Path B5F,#FF00BF,Sevii Islands,Graveler,75,Morning,Day,Night,,[[Hard Stone]],3,27-33
Mt. Ember Ruby Path B5F,#FF00BF,Sevii Islands,Slugma,218,Morning,Day,Night,,,8,34-40
Mt. Ember Ruby Path 1F,#FF00BF,Sevii Islands,Gastly,92,Morning,Day,Night,,,5,34-40
Mt. Ember Ruby Path 1F,#FF00BF,Sevii Islands,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,34-40
Mt. Ember Ruby Path 1F,#FF00BF,Sevii Islands,Graveler,75,Morning,Day,Night,,[[Hard Stone]],3,34-40
Mt. Ember Ruby Path 1F,#FF00BF,Sevii Islands,Machoke,67,,Day,,,[[Focus Band]],3,34-40
Mt. Ember Ruby Path 1F,#FF00BF,Sevii Islands,Machop,66,Morning,Day,Night,,[[Focus Band]],1,34-40
Mt. Ember Ruby Path 1F,#FF00BF,Sevii Islands,Slugma,218,Morning,Day,Night,,[[Charcoal]],6,34-40
Mt. Ember Summit Path 1F,#FF00BF,Sevii Islands,Bronzor,436,Morning,Day,Night,,[[Metal Coat]],5,30-38
Mt. Ember Summit Path 1F,#FF00BF,Sevii Islands,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,30-38
Mt. Ember Summit Path 1F,#FF00BF,Sevii Islands,Graveler,75,Morning,Day,Night,,[[Hard Stone]],2,30-38
Mt. Ember Summit Path 1F,#FF00BF,Sevii Islands,Machoke,67,Morning,Day,Night,,[[Focus Band]],3,30-38
Mt. Ember Summit Path 1F,#FF00BF,Sevii Islands,Machop,66,Morning,Day,Night,,[[Focus Band]],1,30-38
Mt. Ember Summit Path 1F,#FF00BF,Sevii Islands,Makuhita,296,Morning,Day,Night,,[[Black Belt]],4,30-38
Mt. Ember Summit Path 1F,#FF00BF,Sevii Islands,Slugma,218,Morning,Day,Night,,,6,30-38
Mt. Ember Summit Path 1F,#FF00BF,Sevii Islands,Wynaut,360,Morning,Day,Night,,,8,30-38
Mt. Ember Summit Path 2F,#FF00BF,Sevii Islands,Bronzor,436,Morning,Day,Night,,[[Metal Coat]],6,30-38
Mt. Ember Summit Path 2F,#FF00BF,Sevii Islands,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,30-38
Mt. Ember Summit Path 2F,#FF00BF,Sevii Islands,Graveler,75,Morning,Day,Night,,[[Hard Stone]],2,30-38
Mt. Ember Summit Path 2F,#FF00BF,Sevii Islands,Machoke,67,,Day,,,[[Focus Band]],2,30-38
Mt. Ember Summit Path 2F,#FF00BF,Sevii Islands,Machop,66,Morning,Day,Night,,[[Focus Band]],1,30-38
Mt. Ember Summit Path 2F,#FF00BF,Sevii Islands,Magby,240,Morning,Day,Night,,,8,30-38
Mt. Ember Summit Path 2F,#FF00BF,Sevii Islands,Makuhita,296,Morning,Day,Night,,[[Black Belt]],4,30-38
Mt. Ember Summit Path 2F,#FF00BF,Sevii Islands,Wynaut,360,Morning,Day,Night,,,8,30-38
Mt. Ember Summit Path 3F,#FF00BF,Sevii Islands,Bronzor,436,Morning,Day,Night,,[[Metal Coat]],4,30-38
Mt. Ember Summit Path 3F,#FF00BF,Sevii Islands,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,30-38
Mt. Ember Summit Path 3F,#FF00BF,Sevii Islands,Graveler,75,Morning,Day,Night,,[[Hard Stone]],2,30-38
Mt. Ember Summit Path 3F,#FF00BF,Sevii Islands,Machoke,67,Morning,Day,Night,,[[Focus Band]],2,30-38
Mt. Ember Summit Path 3F,#FF00BF,Sevii Islands,Machop,66,Morning,Day,Night,,[[Focus Band]],1,30-38
Mt. Ember Summit Path 3F,#FF00BF,Sevii Islands,Makuhita,296,Morning,Day,Night,,[[Black Belt]],5,30-38
Mt. Ember Summit Path 3F,#FF00BF,Sevii Islands,Wynaut,360,Morning,Day,Night,,,8,30-38
Mt. Moon 1F,,Kanto,Sandshrew,27,Morning,Day,Night,,[[Quick Claw]],1,10-13
Mt. Moon 1F,,Kanto,Sandslash,28,Morning,Day,Night,,[[Soft Sand]],4,10-13
Mt. Moon 1F,,Kanto,Clefairy,35,Morning,Day,,,[[Moon Stone]],5,10-13
Mt. Moon 1F,,Kanto,Zubat,41,Morning,Day,Night,,,1,10-13
Mt. Moon 1F,,Kanto,Paras,46,Morning,Day,Night,,[[Tiny Mushroom]],1,10-13
Mt. Moon 1F,,Kanto,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,10-13
Mt. Moon 1F,,Kanto,Onix,95,Morning,Day,Night,,[[Hard Stone]],5,10-13
Mt. Moon B1F,,Kanto,Sandshrew,27,Morning,Day,Night,,[[Quick Claw]],1,10-13
Mt. Moon B1F,,Kanto,Sandslash,28,Morning,Day,Night,,[[Soft Sand]],4,10-13
Mt. Moon B1F,,Kanto,Clefairy,35,Morning,Day,,,[[Moon Stone]],5,10-13
Mt. Moon B1F,,Kanto,Paras,46,Morning,Day,Night,,[[Tiny Mushroom]],2,10-13
Mt. Moon B1F,,Kanto,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,10-13
Mt. Moon B1F,,Kanto,Graveler,75,Morning,Day,Night,,,3,12-15
Mt. Moon B1F,,Kanto,Bronzor,436,Morning,Day,Night,,[[Metal Coat]],5,10-13
Mt. Moon B2F,,Kanto,Sandshrew,27,Morning,Day,Night,,[[Quick Claw]],2,10-13
Mt. Moon B2F,,Kanto,Sandslash,28,Morning,Day,Night,,[[Soft Sand]],4,10-13
Mt. Moon B2F,,Kanto,Clefairy,35,Morning,Day,,,[[Moon Stone]],5,10-13
Mt. Moon B2F,,Kanto,Zubat,41,Morning,Day,Night,,,1,10-13
Mt. Moon B2F,,Kanto,Paras,46,Morning,Day,Night,,[[Tiny Mushroom]],1,10-13
Mt. Moon B2F,,Kanto,Geodude,74,Morning,Day,Night,,[[Hard Stone]],1,10-13
Mt. Moon B2F,,Kanto,Onix,95,Morning,Day,Night,,[[Hard Stone]],5,10-13
Mt. Moon B2F,,Kanto,Chingling,433,,,Night,,,6,10-13
Mt. Mortar 1F,,Johto,Rattata,19,Morning,Day,Night,,,1,13-17
Mt. Mortar B1F,,Johto,Rattata,19,Morning,Day,Night,,,1,13-17
Mt. Mortar B1F,,Johto,Zubat,41,Morning,Day,Night,,,1,13-17
Mt. Mortar B1F,,Johto,Machop,66,,Day,,,,1,13-17
Mt. Mortar B1F,,Johto,Geodude,74,Morning,Day,Night,,,1,13-17
Mt. Mortar B1F,,Johto,Marill,183,Morning,Day,Night,,,5,13-17
Mt. Mortar B1F,,Johto,Tyrogue,236,Morning,Day,Night,,,7,13-17
Mt. Mortar B1F,,Johto,Makuhita,296,Morning,Day,Night,,[[Black Belt]],4,13-17
Mt. Mortar B1F,,Johto,Chingling,433,Morning,Day,Night,,,6,13-17
Mt. Mortar B1F,,Johto,Bronzor,436,Morning,Day,Night,,[[Metal Coat]],4,13-17
Mt. Mortar B1F,,Johto,Mienfoo,619,Morning,Day,,,,8,13-17
Mt. Mortar Lower Cave,,Johto,Rattata,19,Morning,Day,Night,#FF00BF,,1,13-17
Mt. Mortar Lower Cave,,Johto,Zubat,41,Morning,Day,Night,,,1,13-17
Mt. Mortar Lower Cave,,Johto,Machop,66,Morning,Day,Night,,,1,13-17
Mt. Mortar Lower Cave,,Johto,Geodude,74,Morning,Day,Night,,,1,13-17
Mt. Mortar Lower Cave,,Johto,Makuhita,296,Morning,Day,Night,,[[Black Belt]],4,13-17
Mt. Mortar Lower Cave,,Johto,Chingling,433,Morning,Day,Night,#FF00BF,,6,13-17
Mt. Mortar Lower Cave,,Johto,Bronzor,436,Morning,Day,Night,#FF00BF,[[Metal Coat]],5,13-17
Mt. Mortar Upper Cave,,Johto,Rattata,19,Morning,Day,Night,,,1,13-17
Mt. Mortar Upper Cave,,Johto,Golbat,42,Morning,Day,Night,,,2,13-17
Mt. Mortar Upper Cave,,Johto,Machop,66,,Day,,,,1,13-17
Mt. Mortar Upper Cave,,Johto,Machoke,67,,Day,,,[[Black Belt]],2,13-17
Mt. Mortar Upper Cave,,Johto,Geodude,74,Morning,Day,Night,,,1,13-17
Mt. Mortar Upper Cave,,Johto,Graveler,75,Morning,Day,Night,,[[Hard Stone]],2,13-17
Mt. Mortar Upper Cave,,Johto,Marill,183,Morning,Day,Night,,,5,13-17
Mt. Mortar Upper Cave,,Johto,Makuhita,296,Morning,Day,Night,,[[Black Belt]],4,13-17
Mt. Mortar Upper Cave,,Johto,Bronzor,436,Morning,Day,Night,,[[Metal Coat]],5,13-17
Mt. Pyre 1F,,Hoenn,Rattata,19,Morning,Day,Night,,,1,24-29
Mt. Pyre 1F,,Hoenn,Shuppet,353,Morning,Day,Night,,,5,24-29
Mt. Pyre 1F,,Hoenn,Duskull,355,Morning,Day,Night,,,6,24-29
Mt. Pyre 1F,,Hoenn,Patrat,504,Morning,Day,Night,,,2,24-29
Mt. Pyre 2F,,Hoenn,Rattata,19,Morning,Day,Night,,,1,24-29
Mt. Pyre 2F,,Hoenn,Shuppet,353,Morning,Day,Night,,,5,24-29
Mt. Pyre 2F,,Hoenn,Duskull,355,Morning,Day,Night,,,6,24-29
Mt. Pyre 2F,,Hoenn,Patrat,504,Morning,Day,Night,,,2,24-29
Mt. Pyre 3F,,Hoenn,Rattata,19,Morning,Day,Night,,,1,24-29
Mt. Pyre 3F,,Hoenn,Shuppet,353,Morning,Day,Night,,,5,24-29
Mt. Pyre 3F,,Hoenn,Duskull,355,Morning,Day,Night,,,6,24-29
Mt. Pyre 3F,,Hoenn,Patrat,504,Morning,Day,Night,,,2,24-29
Mt. Pyre 4F,,Hoenn,Rattata,19,Morning,Day,Night,,,1,24-29
Mt. Pyre 4F,,Hoenn,Shuppet,353,Morning,Day,Night,,,5,24-29
Mt. Pyre 4F,,Hoenn,Duskull,355,Morning,Day,Night,,,6,24-29
Mt. Pyre 4F,,Hoenn,Patrat,504,Morning,Day,Night,,,2,24-29
Mt. Pyre Exterior,,Hoenn,Rattata,19,Morning,Day,Night,,,1,24-29
Mt. Pyre Exterior,,Hoenn,Vulpix,37,Morning,Day,Night,,,3,24-29
Mt. Pyre Exterior,,Hoenn,Zubat,41,Morning,Day,Night,,,1,24-29
Mt. Pyre Exterior,,Hoenn,Growlithe,58,Morning,Day,Night,#FF00BF,,4,24-29
Mt. Pyre Exterior,,Hoenn,Wingull,278,Morning,Day,Night,,,1,24-29
Mt. Pyre Exterior,,Hoenn,Meditite,307,Morning,Day,Night,,,7,24-29
Mt. Pyre Exterior,,Hoenn,Shuppet,353,Morning,Day,Night,,,5,24-29
Mt. Pyre Exterior,,Hoenn,Duskull,355,Morning,Day,Night,,,6,24-29
Mt. Pyre Exterior,,Hoenn,Bronzor,436,Morning,Day,Night,#FF00BF,,4,24-29
Mt. Pyre Exterior,,Hoenn,Elgyem,605,Morning,Day,Night,#FF00BF,,9,24-29
Mt. Pyre Summit,,Hoenn,Vulpix,37,Morning,Day,Night,,[[Fire Stone]],4,21-26
Mt. Pyre Summit,,Hoenn,Zubat,41,Morning,Day,Night,#FF00BF,,1,21-26
Mt. Pyre Summit,,Hoenn,Growlithe,58,Morning,Day,Night,#FF00BF,,5,21-26
Mt. Pyre Summit,,Hoenn,Meditite,307,Morning,Day,Night,,,8,27-32
Mt. Pyre Summit,,Hoenn,Shuppet,353,Morning,Day,Night,,,4,21-26
Mt. Pyre Summit,,Hoenn,Chimecho,358,Morning,Day,Night,,,5,21-26
Mt. Pyre Summit,,Hoenn,Bronzor,436,Morning,Day,Night,,,3,21-26
Mt. Pyre Summit,,Hoenn,Patrat,504,Morning,Day,Night,,,1,21-26
Mt. Pyre Summit,,Hoenn,Elgyem,605,Morning,,Night,#FF00BF,,9,21-26
Mt. Silver 1F,,Kanto,Golbat,42,Morning,Day,Night,,,1,47-50
Mt. Silver 1F,,Kanto,Graveler,75,Morning,Day,Night,,[[Hard Stone]],1,47-50
Mt. Silver 1F,,Kanto,Onix,95,Morning,Day,Night,,[[Hard Stone]],4,47-50
Mt. Silver 1F,,Kanto,Magmar,126,,Day,,,[[Magmarizer]],9,47-50
Mt. Silver 1F,,Kanto,Quagsire,195,Morning,,Night,,[[Damp Rock]],1,47-50
Mt. Silver 1F,,Kanto,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],4,47-50
Mt. Silver 1F,,Kanto,Steelix,208,Morning,Day,Night,,[[Metal Coat]],8,47-50
Mt. Silver 1F,,Kanto,Ursaring,217,,Day,,,[[Sitrus Berry]],4,47-50
Mt. Silver 2F,,Kanto,Golbat,42,Morning,Day,Night,,,1,50-55
Mt. Silver 2F,,Kanto,Parasect,47,Morning,Day,Night,,[[Big Mushroom]],1,50-55
Mt. Silver 2F,,Kanto,Machoke,67,Morning,Day,Night,,[[Focus Band]],2,50-55
Mt. Silver 2F,,Kanto,Graveler,75,Morning,Day,Night,,[[Hard Stone]],1,50-55
Mt. Silver 2F,,Kanto,Onix,95,Morning,Day,Night,,[[Hard Stone]],5,50-55
Mt. Silver 2F,,Kanto,Quagsire,195,Morning,Day,Night,,,1,50-55
Mt. Silver 2F,,Kanto,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],4,50-55
Mt. Silver 2F,,Kanto,Steelix,208,Morning,Day,Night,,[[Metal Coat]],8,50-55
Mt. Silver 2F,,Kanto,Donphan,232,Morning,Day,Night,,[[Leppa Berry]],5,50-55
Mt. Silver 2F,,Kanto,Larvitar,246,,Day,,#FF00BF,,8,50-55
Mt. Silver 3F,,Kanto,Golbat,42,Morning,Day,Night,,,1,53-56
Mt. Silver 3F,,Kanto,Parasect,47,Morning,Day,Night,,[[Big Mushroom]],1,52-56
Mt. Silver 3F,,Kanto,Graveler,75,Morning,Day,Night,,[[Hard Stone]],1,53-56
Mt. Silver 3F,,Kanto,Onix,95,Morning,Day,Night,,[[Hard Stone]],5,50-53
Mt. Silver 3F,,Kanto,Quagsire,195,Morning,Day,Night,,,1,50-53
Mt. Silver 3F,,Kanto,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],4,53-56
Mt. Silver 3F,,Kanto,Teddiursa,216,Morning,Day,Night,,[[Oran Berry]],3,50-53
Mt. Silver 3F,,Kanto,Ursaring,217,,Day,,,[[Sitrus Berry]],4,53-56
Mt. Silver 3F,,Kanto,Larvitar,246,,Day,,#FF00BF,,8,48-56
Mt. Silver 3F,,Kanto,Makuhita,296,Morning,Day,Night,,[[Black Belt]],2,52-56
Mt. Silver 3F,,Kanto,Absol,359,Morning,Day,Night,#FF00BF,,9,20-28
Mt. Silver 3F,,Kanto,Bronzor,436,Morning,Day,Night,,[[Metal Coat]],6,20-28
Mt. Silver Expert Belt,,Kanto,Rattata,19,Morning,Day,Night,,,1,50-54
Mt. Silver Expert Belt,,Kanto,Zubat,41,Morning,Day,Night,,,1,50-54
Mt. Silver Expert Belt,,Kanto,Golduck,55,Morning,Day,Night,,,1,50-54
Mt. Silver Expert Belt,,Kanto,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],6,50-54
Mt. Silver Expert Belt,,Kanto,Teddiursa,216,Morning,Day,Night,,[[Oran Berry]],3,50-54
Mt. Silver Expert Belt,,Kanto,Ursaring,217,Morning,Day,Night,,[[Sitrus Berry]],4,50-54
Mt. Silver Expert Belt,,Kanto,Phanpy,231,Morning,Day,Night,,,4,20-27
Mt. Silver Expert Belt,,Kanto,Donphan,232,Morning,Day,Night,,[[Leppa Berry]],5,50-54
Mt. Silver Expert Belt,,Kanto,Larvitar,246,Morning,Day,Night,,,8,55-59
Mt. Silver Expert Belt,,Kanto,Pupitar,247,Morning,Day,Night,,,8,55-59
Mt. Silver Exterior,,Kanto,Arbok,24,Morning,Day,,,[[Poison Barb]],1,32-40
Mt. Silver Exterior,,Kanto,Ponyta,77,Morning,Day,Night,,[[Chesto Berry]],4,32-40
Mt. Silver Exterior,,Kanto,Rapidash,78,Morning,Day,Night,,[[Fire Stone]],6,32-40
Mt. Silver Exterior,,Kanto,Doduo,84,Morning,Day,,,[[Sharp Beak]],1,32-40
Mt. Silver Exterior,,Kanto,Dodrio,85,Morning,Day,,,[[Sharp Beak]],3,32-40
Mt. Silver Exterior,,Kanto,Tangela,114,Morning,Day,Night,,[[Miracle Seed]],2,32-40
Mt. Silver Exterior,,Kanto,Sneasel,215,,,Night,,[[Razor Claw]],6,32-40
Mt. Silver Exterior,,Kanto,Ursaring,217,,Day,,,[[Sitrus Berry]],4,32-40
Mt. Silver Exterior,,Kanto,Skarmory,227,Morning,Day,,#FF00BF,[[Silk Scarf]],9,32-40
Mt. Silver Exterior,,Kanto,Donphan,232,Morning,Day,Night,,[[Leppa Berry]],5,32-40
Mt. Silver Exterior,,Kanto,Zangoose,335,Morning,,Night,#FF00BF,[[Silk Scarf]],7,32-40
Mt. Silver Exterior,,Kanto,Vullaby,629,,,Night,,,8,32-40
Mt. Silver Lower Mountainside,,Kanto,Graveler,75,Morning,Day,Night,,,1,48-52
Mt. Silver Lower Mountainside,,Kanto,Onix,95,Morning,Day,Night,,[[Hard Stone]],4,48-52
Mt. Silver Lower Mountainside,,Kanto,Hitmonlee,106,Morning,Day,Night,,[[Black Belt]],8,55-58
Mt. Silver Lower Mountainside,,Kanto,Aipom,190,Morning,Day,Night,,[[Leppa Berry]],6,48-52
Mt. Silver Lower Mountainside,,Kanto,Quagsire,195,Morning,Day,Night,,,1,48-52
Mt. Silver Lower Mountainside,,Kanto,Teddiursa,216,Morning,Day,Night,,[[Oran Berry]],2,48-52
Mt. Silver Lower Mountainside,,Kanto,Ursaring,217,Morning,Day,Night,,[[Sitrus Berry]],4,48-52
Mt. Silver Lower Mountainside,,Kanto,Phanpy,231,Morning,Day,Night,,[[Oran Berry]],4,48-52
Mt. Silver Lower Mountainside,,Kanto,Donphan,232,Morning,Day,Night,,[[Oran Berry]],6,48-52
Mt. Silver Lower Mountainside,,Kanto,Larvitar,246,Morning,,,#FF00BF,[[Oran Berry]],9,48-52
Mt. Silver Moltres Chamber,,Kanto,Golbat,42,Morning,Day,Night,,[[Soothe Bell]],1,45-52
Mt. Silver Moltres Chamber,,Kanto,Golduck,55,Morning,Day,Night,,[[Mystic Water]],1,45-52
Mt. Silver Moltres Chamber,,Kanto,Graveler,75,Morning,Day,Night,,[[Soothe Bell]],1,45-52
Mt. Silver Moltres Chamber,,Kanto,Quagsire,195,Morning,Day,Night,,[[Damp Rock]],1,45-52
Mt. Silver Moltres Chamber,,Kanto,Misdreavus,200,Morning,Day,Night,,[[Spell Tag]],4,45-52
Mt. Silver Moltres Chamber,,Kanto,Steelix,208,Morning,Day,Night,,[[Metal Coat]],7,45-52
Mt. Silver Moltres Chamber,,Kanto,Ursaring,217,Morning,Day,Night,,[[Sitrus Berry]],4,45-52
Mt. Silver Moltres Chamber,,Kanto,Donphan,232,Morning,Day,Night,,[[Leppa Berry]],5,45-52
Mt. Silver Moltres Chamber,,Kanto,Larvitar,246,,Day,,#FF00BF,[[Lum Berry]],9,45-52
Mt. Silver Upper Mountainside,,Kanto,Golduck,55,Morning,Day,Night,,[[Mystic Water]],1,52-55
